UniProt_ID,set
P77721,training
P77730,training
P77735,training
P77737,training
P77739,validation
P77756,training
P77774,training
P77775,training
P77781,training
P77795,training
P77804,training
P77808,training
P78055,training
P78067,training
P80668,training
Q2M7X4,training
Q2MB16,training
Q46798,training
Q46800,training
Q46801,validation
Q46803,training
Q46806,training
Q46807,validation
Q46812,training
Q46822,training
Q46829,training
Q46845,training
Q46851,training
Q46856,training
Q46857,training
Q46858,training
Q46864,test
Q46868,training
Q46871,test
Q46891,training
Q46893,test
Q46920,training
Q46927,test
Q46938,training
Q46948,training
Q47147,training
Q47156,training
Q47679,training
Q47690,training
Q47710,validation
Q57261,training
Q6BF16,training
Q93K97,training
Q9LBU0,validation
Q9LBV1,training
P84138,training
Q9BVM4,training
Q6PIU2,training
Q8N6N7,training
Q9NRP4,training
Q8TE99,training
Q562R1,training
Q9H568,training
P42025,training
Q9P1U1,training
Q7Z6V5,training
Q96SZ5,training
Q8N142,training
Q08117,training
Q86UL3,training
Q53EU6,training
Q8IUZ5,test
Q53H80,training
P49189,training
Q96F25,training
Q9NXW9,training
P20292,validation
Q6P6B7,training
Q53RE8,training
Q92688,training
O95626,training
Q92572,training
Q8N2Z9,validation
Q6UXV4,training
Q9BSU3,training
Q9NWB6,training
P36404,training
P36405,validation
P56559,training
Q96KC2,training
P55145,training
Q9BPX5,training
A0A024R5U3,training
A8K1F3,validation
Q9HBK9,training
Q9Y294,training
O43681,test
P36542,training
P30049,training
P24539,training
P05496,training
P56385,training
O75964,training
P48047,test
Q99766,validation
Q16864,training
Q7Z7A3,training
Q7L8W6,training
Q9UII2,training
Q13825,validation
Q9Y679,training
Q6Y288,training
Q9NY97,training
O95816,training
Q9UHR4,training
O75531,training
Q9P287,training
Q4VC05,test
Q6QNY0,training
P53004,training
Q12981,training
Q9Y3E2,training
Q53S33,training
O95563,training
P41223,training
A2VDF0,training
Q96B45,training
Q96D05,training
Q86Y37,training
Q8TBM7,training
Q9BRX8,training
Q86XK3,training
Q9H8W3,training
Q9H8K7,training
Q9H8M7,training
Q8IZQ5,training
Q8N8R7,training
Q6IAA8,training
Q9H7C9,training
Q9H3H3,training
Q53FT3,training
Q9NX18,training
Q9BUA3,training
Q8WUH6,training
Q8N999,training
Q8N5I9,training
Q69YU5,training
Q5W111,training
Q9H4X1,training
Q5JUR7,training
Q8IX90,training
Q08AG7,training
Q9UKR5,training
Q96FN9,training
Q9P0R6,training
Q9H867,training
Q9BXV9,training
Q96EM0,training
Q9GZT3,training
Q9H6D7,validation
Q9UHA3,training
Q9Y2V0,validation
Q9BV29,training
A6NNL5,training
Q96S19,training
Q9UJK0,training
Q9BTK6,validation
Q6UWD8,training
Q96N06,training
Q9NRP2,training
Q96NB1,validation
Q9BUU2,training
Q9BSU1,training
Q9Y6A4,training
Q6PH81,training
Q6PK18,training
Q9BRT3,training
Q8IVV7,training
Q96QE5,training
Q3LIE5,training
Q96GS4,validation
Q8TE02,validation
A1L188,training
Q96ND0,training
Q96B23,training
Q969H8,validation
Q6NVH7,training
Q9BQ49,training
Q9BQ61,training
Q8N205,training
Q9BQD3,training
Q9BSF4,training
Q5BKX5,training
Q9NWV8,training
Q5UCC4,validation
Q5XKP0,training
Q8WVF1,training
Q6ZSJ8,training
Q9NWV4,training
Q9GZP4,training
Q7Z422,training
Q9HAF1,training
Q5TGZ0,training
Q96BR5,training
Q96EX1,training
Q5JTJ3,training
Q8N6N3,training
Q6IQ49,training
Q5VW32,training
Q5T8I9,training
Q5T440,training
Q96MN5,training
Q8TBF2,training
Q9NWU2,training
Q9NV56,training
Q9BUV8,validation
Q9GZN8,training
Q9NUS5,training
Q9HDC9,training
Q96A57,training
Q9Y312,training
Q9BY42,training
Q5TEU4,training
Q9BQP7,training
P0DPI2,training
Q9NYP9,training
P58557,training
Q9NSI2,training
Q9Y3I0,training
Q9UKZ1,training
Q96DZ1,training
Q9H6V9,training
Q8WWC4,training
Q9BVC5,training
Q7L592,training
A2RUC4,training
Q8N8R5,training
Q9BSG0,training
Q3KRA6,validation
Q6GMV3,training
Q8WUW1,training
Q6PII3,training
Q8NBI6,training
Q9BQ75,training
Q96FZ2,validation
Q8NDZ4,training
Q8IYB1,training
Q9BU61,training
Q0PNE2,training
Q9NWY4,training
Q9NXF7,training
Q96EY4,training
Q0VDI3,training
Q96GV9,training
Q6NTE8,training
A6NDU8,training
O43598,training
Q9P1F3,training
Q9BRT2,validation
Q9P0B6,training
Q96EU6,training
Q9P0P8,training
Q9H993,training
Q9NWH2,training
Q5VUM1,validation
Q9P032,training
Q9BU79,training
Q96N11,training
P86791,training
Q96EH3,training
Q9NRH1,training
Q8N3F0,training
Q9NWD8,training
Q9GZY4,validation
A4D161,validation
Q8TAP8,training
Q0VGL1,training
Q1RMZ1,validation
Q96NL8,training
Q6NXR4,training
Q6P6B1,training
Q8WUY1,training
Q8N0T1,training
Q9BUH6,training
Q9BUW7,training
Q9NXH8,training
Q8N5L8,training
Q8IXQ3,training
Q8N4J0,training
Q9HBL7,training
Q9NX38,validation
Q9H8G2,validation
Q5VZI3,training
Q9NWW6,training
Q8N1Q1,training
P35219,training
Q8NFZ8,training
P52907,training
Q9BPX6,training
O75828,training
Q4V339,training
Q96ES7,training
Q96G28,training
Q8NE86,training
Q9NWR8,training
Q96CT7,training
Q96EE4,validation
Q96BQ5,training
Q9H6E4,training
Q8N300,training
Q96CS2,validation
Q8IVM0,training
Q9Y3C0,training
Q9Y2R0,training
Q4VC31,validation
Q9Y2S6,training
Q8N954,training
Q9NUP7,training
Q96AQ8,training
Q9BW85,training
P20248,training
P10747,validation
P19397,training
Q01151,training
Q12834,training
Q8NHZ8,training
O14519,training
Q00534,training
Q96HQ2,validation
P55273,training
Q9NZK5,training
Q9BXW7,training
P41208,training
Q9UFW8,training
Q8WUX2,training
Q96BP2,training
Q9Y6H1,training
Q9BSY4,training
Q9NYJ1,training
Q7LBR1,training
Q9H444,training
Q96CF2,training
Q9NZZ3,training
Q99653,training
Q99828,training
Q9NZ45,training
P0C7P0,training
P33552,test
Q96DG6,test
Q7Z7K0,training
Q9NX76,training
Q9NUP1,training
Q9BT09,training
Q7Z4G1,training
Q9NX08,training
Q14019,training
Q7KZN9,training
Q49B96,training
P14854,training
P09669,training
P15954,training
P50238,training
P46109,training
P01034,training
O76096,training
P01040,training
Q5JQC4,training
P0CG13,training
Q9NSA3,training
Q5NE16,training
Q9H467,training
O95319,training
Q9P013,training
P78310,training
Q9BVG4,training
Q8TB03,training
Q8WUE5,training
Q9H5V9,training
P00167,training
Q8NBI2,training
P08574,training
P99999,training
P81605,training
Q9BW61,training
P26196,training
Q9H790,training
Q96DF8,training
Q6UX07,training
Q9UNQ2,training
P31689,training
Q9Y5T4,training
Q96LL9,training
Q9H3Z4,training
O75937,training
O96015,training
Q5SXM8,training
Q96FX2,training
Q9C005,training
Q9BVC3,training
O14972,training
P60981,training
O95476,training
Q9BVJ7,training
P63172,training
Q96JC9,training
P98172,training
O60739,training
Q13541,training
Q9GZR5,validation
O94919,training
Q14249,training
P84090,training
Q96HE7,training
Q86YB8,training
Q9NQT5,validation
Q5RKV6,test
Q6P587,training
Q9NVQ4,training
Q5T8I3,training
Q9BTL3,training
Q96BN8,validation
Q5VST6,training
Q1W6H9,training
Q8WXB1,training
Q96E09,training
Q7Z309,training
Q96EY5,training
Q9H7P6,validation
Q6P582,training
Q9H6L5,training
Q86VR2,training
Q6ICB0,training
Q9Y3B6,training
Q96GY0,training
Q92567,validation
Q15018,training
Q96ET8,training
Q96IK1,validation
Q8TCE6,training
Q5VWP2,training
Q9H0Q0,training
Q6P444,training
Q8TBR7,training
Q9NP50,training
Q5T7M9,validation
Q96TC7,training
Q96DB5,training
Q86UY5,training
Q96KN1,training
Q96GI7,training
Q9H5X1,training
Q9Y3D0,training
P0C2W1,training
Q9UKT4,training
P31995,validation
P10109,training
O95684,training
Q9NVK5,training
Q00688,training
Q567V2,training
A0A024RD20,validation
Q96HJ9,training
Q9H479,training
P62166,training
P04066,validation
O75494,training
Q9Y5J6,training
Q8TAE8,training
Q9NY12,training
A6NHX0,training
O75323,test
Q9BVC4,training
Q9NXN4,training
Q9Y248,test
Q04760,training
P35754,training
Q9NS18,training
O76003,training
Q4G148,training
O60547,training
P08754,training
P50150,training
P63218,training
P17174,validation
Q92917,training
Q86V85,training
Q9NZ01,training
Q9HAV7,training
Q8TAA5,training
Q8WW33,training
Q92522,training
P16104,training
O75367,training
P0C0S5,training
P84243,training
P02100,training
P09105,training
O43504,training
Q08623,training
Q8WVB3,training
O94992,training
Q03014,training
Q9BT25,training
Q9Y5L2,training
Q9BX68,test
Q9NQE9,validation
P16401,training
P16403,training
P16402,training
P20671,training
P62805,test
Q8N257,training
P26583,training
P05204,training
Q9UK76,training
Q13151,training
P31942,training
P17482,training
P52758,training
Q92506,training
Q58FG1,training
Q58FG0,training
Q58FF6,training
P48723,training
Q9Y547,training
Q96EW2,validation
Q9UI30,training
Q3ZCW2,training
Q9NX55,training
Q14197,training
P41134,training
Q02535,training
Q9Y5U9,training
P80217,training
P78318,training
P15814,training
Q86U28,training
O43736,training
Q8N5M9,training
O76095,training
Q15004,training
P53990,training
O75071,validation
Q6ZNE5,training
Q96AT1,training
Q9HCE5,training
Q9C0F1,validation
Q9Y4X4,training
Q13601,validation
Q8NBL1,training
Q96EK9,training
Q8WV93,training
Q14657,validation
Q96G23,validation
Q6ZMG9,training
Q5SW96,validation
Q96BZ8,training
Q52LA3,training
Q9NUP9,training
Q8IVB5,training
Q9BRT6,training
P25791,training
P61968,training
A4D0Y7,training
Q969J3,training
Q92604,training
Q96CX6,training
Q969L4,training
Q3MHD2,training
Q9Y333,training
P62310,test
P62312,training
Q9BRA0,training
Q96GA3,training
Q5VWZ2,training
O43325,validation
Q6IPR1,training
Q5U5X0,training
Q96S90,training
Q8IV50,training
O60664,training
Q13257,test
Q15013,training
P43362,training
O15479,training
Q9UBF1,training
Q9Y3D7,training
P61326,training
Q6UB28,training
A6NCE7,training
P49137,training
Q9UHA4,training
Q9NX47,training
P49006,validation
Q9BSK0,validation
Q6ZNC8,training
Q96PE7,training
Q9ULC4,training
Q9BTT4,training
Q9H204,training
Q96HR3,training
Q9Y3C7,training
Q96G25,validation
Q9H1K6,training
Q14696,training
Q9H7H0,training
A6NJ78,validation
Q9BV86,training
P55081,training
Q10469,training
Q9NPA3,validation
Q9UNW1,training
Q9BYG3,training
Q13434,training
Q13015,training
Q9H8S9,training
Q96BX8,training
Q86TA1,training
Q9Y3A3,training
O95396,training
Q9UJG1,training
J3QRS3,training
P52815,training
Q9NRX2,training
Q9NQ50,training
Q9HD33,training
Q96EL3,training
Q6P161,training
O15235,training
Q9Y3D3,training
P82921,training
Q9BYN8,training
Q92665,training
P82909,training
P82932,training
Q14899,training
Q9UKD2,training
P04733,training
P80297,training
P02795,training
P56278,validation
Q96E29,training
Q9UDX5,training
Q9H0R1,training
Q969V5,training
Q8TDH9,training
Q99417,training
Q9H7Z6,training
Q9Y5N5,training
Q9BZK3,training
Q8TBE9,training
Q96NT1,training
Q9H6Q4,training
Q9GZZ1,training
Q96MG7,training
O43678,test
O00483,training
P51970,training
O95139,training
P17568,training
O95169,training
O43920,validation
P56181,training
Q9UMX5,training
Q9UFN0,training
Q86X76,training
Q13287,training
O75607,training
P01111,training
Q96F24,training
Q92686,training
P82970,training
Q9NXX6,training
Q969T7,training
Q9H1E3,training
Q8WVJ2,test
Q8IVD9,test
Q96G61,training
Q9BQG2,training
Q9NV35,training
Q96DE0,training
A8MXV4,training
P50583,training
Q8WV74,training
Q9NPJ8,test
P04181,training
Q9H668,training
Q56VL3,training
Q9H6K4,training
Q96D31,training
Q9NRP0,training
Q92882,training
Q8WZ82,training
Q9NWQ8,training
Q96GU1,training
Q9ULR5,training
Q9BYG5,training
Q7L3T8,training
P40425,training
P61457,test
Q9H0N5,training
Q86SE9,training
Q9BRP1,validation
Q15120,training
Q9NUG6,training
Q5EBL8,training
P30086,training
Q9BRX2,training
O60925,training
Q9UHV9,training
P53609,test
P00558,validation
P07205,training
A6NDG6,training
O00264,training
Q9H814,training
Q7RTV0,training
Q9NRX4,test
Q6UXB8,training
Q9BTU6,training
Q9H3S5,training
Q3MUY2,training
Q9UL45,validation
P08567,training
Q9H8W4,training
Q8TD55,training
Q04941,training
Q8IYS1,validation
Q15126,training
Q9NRX1,training
Q9H488,training
Q9NRF9,test
Q9NR33,training
P62875,training
Q9Y2Y1,test
Q969H6,training
O75817,training
Q8IY26,training
Q9Y3C6,training
Q5SGD2,training
Q9Y570,test
Q15172,training
Q8NI37,training
Q8N2U9,training
P0DUQ1,training
P30044,training
Q9H875,training
Q8NAV1,training
Q96M27,training
Q9NRG1,validation
Q86TP1,training
Q9NZ42,training
P28066,training
P20618,training
P28070,test
Q9BT73,training
Q9P035,training
Q6Y1H2,training
Q8WUK0,training
Q14761,training
Q6NZI2,training
Q9Y3E5,training
Q96QR8,training
Q9H974,training
Q9UL26,training
Q14088,training
Q96DA2,training
P20337,training
O14966,training
Q9NP90,training
P47224,training
Q9BW83,training
Q9HD47,training
P62834,training
P10114,training
P61225,training
Q9Y3L5,training
P50749,training
O75884,training
Q96H35,training
P62877,training
Q9HD89,training
O00287,training
Q7L0Y3,training
O43665,training
P62745,training
P84095,training
Q969X0,validation
Q9H871,training
Q8TDP1,validation
O15541,training
Q9UBF6,training
Q9HC36,training
Q9Y2Q5,training
P60602,training
D3DW07,training
Q86UA6,training
P30050,training
P49207,training
O95059,training
Q9BUL9,training
P25398,training
P62851,training
Q8TD47,training
Q7L523,training
Q9NQL2,training
Q9Y3A4,training
O43818,training
O00442,training
Q6NW29,validation
Q8N488,training
P31949,training
Q99584,training
P26447,training
P06703,training
P31151,validation
P05109,training
P06702,training
P25815,training
Q9Y512,training
O75446,training
O75995,test
Q15800,training
Q92791,training
O00767,training
Q9UIL1,validation
Q12904,training
Q9HCN8,training
O95810,training
P60468,training
Q9Y6D0,training
Q9BQE4,training
P63302,training
Q9NRX5,training
Q9Y6P5,training
P58004,training
Q12874,validation
Q9Y3B4,training
Q9BWJ5,training
P62995,training
Q8WXA9,training
P84103,training
Q16629,training
Q13242,training
Q8WV19,training
O95562,training
Q587I9,validation
Q9H5K3,validation
Q9BX95,validation
Q9UJC5,training
Q6UWI4,training
Q9UHJ6,training
Q96DU3,training
Q9BSK2,training
Q3KQZ1,training
Q86VD7,training
Q7Z3Q1,training
O14745,training
Q9Y3B1,training
Q9NQG6,training
O95295,training
P62318,training
P62304,training
P62306,training
O60493,training
Q86XE0,validation
Q06945,training
Q3SY56,training
Q15506,training
P61009,test
P35270,test
Q8WW59,test
Q9Y6N5,training
Q8NEF9,test
P51571,training
O60232,training
Q9NP77,training
Q96FJ0,training
O43752,training
O15400,training
Q8NFX7,training
Q8WUJ0,training
Q9Y2Z0,training
P61956,training
Q6EEV6,training
O94864,training
Q15527,training
Q8NHG7,training
Q96A49,training
O95926,training
Q96BN2,training
P17542,training
O14907,training
Q9NU19,training
Q15814,test
Q15170,training
Q969E4,training
Q15369,training
O95455,training
Q9NPJ3,training
Q86V81,training
Q86W42,training
Q96CG3,validation
P62072,training
Q9Y5L4,training
Q9Y584,training
O14925,training
O60220,validation
Q9Y5J9,training
O75663,training
Q7Z7H5,training
Q6PL24,validation
Q8N9M5,training
P17152,training
Q9P0I2,training
Q5BJH2,training
Q96I45,training
Q96B96,training
Q9NX00,training
Q9NRX6,training
Q96B77,training
Q8N9A8,training
Q8IY95,training
A6NFY4,training
Q9H813,training
Q9Y2B1,training
O95807,training
Q8N4L2,validation
Q86T03,training
Q96BY9,training
Q9BV81,training
Q9NVH6,training
P28289,training
Q8WVP5,training
Q96GM8,training
Q15388,training
Q9NS69,training
Q15785,validation
Q96B49,training
Q96S44,training
Q5T0D9,training
Q9Y3C4,training
Q15628,training
O75865,training
P01850,training
Q9BQ50,training
O43715,training
Q96DX7,training
Q96GJ1,training
Q9UJA5,training
Q8WWH5,training
Q9BYV8,training
Q86UF1,training
Q9H0U9,training
Q86VY4,training
Q969E8,training
Q53HC9,training
Q13630,training
Q15006,training
Q92623,training
P0DPH7,training
A6NHL2,training
O75896,validation
Q8WTW4,training
Q3B726,training
Q9H3N1,validation
Q96JJ7,training
O95881,training
Q9H1E5,training
Q9BS26,training
Q9BSL1,training
P62837,training
Q9Y385,training
Q712K3,test
Q9BZL1,test
Q8WVY7,training
Q8WUN7,training
Q96LJ8,training
Q9UDW1,training
Q9Y3C8,training
P61960,test
Q9BZM6,training
Q9BZM5,training
A6NIH7,validation
P47985,validation
O14949,training
Q9BTM9,training
Q9Y2C2,training
Q9UBK9,training
Q15836,validation
O75379,training
O95183,training
P51809,training
Q9BV40,training
Q9P0L0,training
Q2NL98,training
Q15906,training
Q9UGM6,training
A8K0Z3,training
O75554,validation
P57081,training
Q5T6F0,validation
Q9H977,training
Q9GZS3,training
P61962,training
Q96MX6,training
Q9NV06,training
Q96HA8,training
Q9BRP8,training
Q9Y6H3,training
Q9H773,training
A8MPS7,training
Q9Y548,training
Q5VVQ6,training
P62699,training
Q86U90,training
P61981,validation
Q8N5P1,validation
Q96H79,training
Q9NUD5,training
Q8IVQ6,training
O43829,training
P47974,training
A6NM28,training
Q15072,training
O75312,training
Q969S3,training
Q96H86,training
O43257,training
Q9NWK9,training
Q9P1U0,validation
O95218,training
A0A023T778,training
A0A068BIS6,training
A0A068BIT0,training
A0A077S2U6,validation
A0A077S9N1,test
A0A087WPP8,training
A0A087WPR9,training
A0A087WQC2,training
A0A087WQE6,training
A0A087WQS2,training
A0A087WQT0,training
A0A087WR70,training
A0A087WRE5,training
A0A087WRE7,training
A0A087WRJ2,training
A0A087WRM0,training
A0A087WRM2,training
A0A087WRV0,training
A0A087WRW6,training
A0A087WST1,training
A0A0A0MQ68,training
A0A0A0MQ90,training
A0A0A0MQ99,validation
A0A0A0MQA5,training
A0A0A0MQD4,training
A0A0A0MQF5,training
A0A0A0MQM0,training
A0A0A6YVR9,training
A0A0A6YVS2,training
A0A0A6YVU8,training
A0A0A6YW87,training
A0A0A6YWA7,test
A0A0A6YWB0,training
A0A0A6YWP2,validation
A0A0A6YWT5,training
A0A0A6YWY3,validation
A0A0A6YX18,test
A0A0A6YX21,training
A0A0A6YX25,training
A0A0A6YX73,training
A0A0A6YY64,validation
A0A0B4J1E6,validation
A0A0B4J1G0,training
A0A0D2X7Z2,training
A0A0F6AIX5,training
A0A0G2JDF7,training
A0A0G2JDH8,training
A0A0G2JDQ1,training
A0A0G2JDS8,training
A0A0G2JDW7,training
A0A0G2JE93,training
A0A0G2JE97,training
A0A0G2JEG2,training
A0A0G2JEG3,training
A0A0G2JEH5,training
A0A0G2JEK2,validation
A0A0G2JET2,validation
A0A0G2JF30,test
A0A0G2JF44,training
A0A0G2JFF1,training
A0A0G2JFF9,training
A0A0G2JFN1,training
A0A0G2JGD2,training
A0A0G2JGF1,training
A0A0G2JGP4,training
A0A0H2UH13,training
A0A0J9YTR2,validation
A0A0J9YTU1,training
A0A0J9YTY0,training
A0A0J9YU83,training
A0A0J9YU93,training
A0A0J9YUM4,training
A0A0J9YUN2,training
A0A0J9YUZ4,training
A0A0M3HEP3,training
A0A0N4SUH8,training
A0A0N4SUM2,training
A0A0N4SUY2,test
A0A0N4SV89,training
A0A0N4SVB8,training
A0A0N4SW28,training
A0A0N4SW71,training
A0A0N4SWB9,training
A0A0N4SWD0,training
A0A0R3P9C4,training
A0A0R3P9C8,training
A0A0R4IZW9,training
A0A0R4J005,test
A0A0R4J008,training
A0A0R4J009,test
A0A0R4J018,training
A0A0R4J022,training
A0A0R4J023,training
A0A0R4J027,training
A0A0R4J050,training
Q3UDS7,training
A0A0R4J083,validation
A0A0R4J091,training
A0A0R4J094,training
A0A0R4J0B4,training
A0A0R4J0B5,test
A0A0R4J0C0,training
A0A0R4J0C8,training
A0A0R4J0D1,training
A0A0R4J0H5,training
A0A0R4J0K1,training
A0A0R4J0L6,training
A0A0R4J0L8,training
A0A0R4J0M1,training
A0A0R4J0M7,training
A0A0R4J0N5,training
A0A0R4J0P1,validation
A0A0R4J0P5,training
A0A0R4J0S3,training
A0A0R4J0T2,validation
A0A0R4J0T5,training
A0A0R4J0U2,training
A0A0R4J0U7,training
A0A0R4J100,training
A0A0R4J156,training
A0A0R4J174,training
A0A0R4J176,training
A0A0R4J177,training
A0A0R4J190,training
A0A0R4J195,training
A0A0R4J1C2,training
A0A0R4J1C5,training
A0A0R4J1C8,training
A0A0R4J1E8,test
A0A0R4J1F2,training
A0A0R4J1F6,training
Q91X78,training
A0A0R4J1G9,training
A0A0R4J1J0,training
A0A0R4J1J1,test
A0A0R4J1J3,training
A0A0R4J1L2,test
A0A0R4J1N8,training
A0A0R4J1N9,training
A0A0R4J1Z3,training
A0A0R4J206,training
A0A0R4J215,validation
A0A0R4J233,training
A0A0R4J242,test
A0A0R4J243,training
A0A0R4J263,training
A0A0R4J272,training
A0A0R4J275,test
A0A0R4J2B2,training
A0A0R4J2B5,training
A0A0R4J2C9,training
A0A0R4J2D4,training
A0A0U1RNL1,training
A0A0U1RNN5,training
A0A0U1RP13,validation
A0A0U1RP81,training
A0A0U1RQ37,training
A0A140LHA2,training
A0A140LHL5,training
A0A140LHN4,training
A0A140LHR3,validation
A0A140LHY5,test
A0A140LIT2,validation
A0A140LIW6,training
A0A140LJA4,training
A0A140T8J4,training
A0A140T8Q6,training
A0A140T8R7,training
A0A171EBK7,training
A0A171KXD3,training
A0ELI5,training
A0MNP4,training
A0PK78,training
A1L3B8,training
A2A4Z0,training
A2A547,training
A2A5R0,training
A2A6P4,validation
A2A6S1,validation
A2A6Z2,training
A2A8E2,test
A2A8T9,test
A2A8W8,training
A2A8Y5,training
A2A9F7,training
A2A9I0,training
A2A9W3,training
A2AAV6,validation
A2AB83,training
A2ABY3,training
A2AC19,training
A2AC29,training
A2ACZ1,validation
A2AD84,training
A2ADA5,training
A2ADR8,training
A2ADY9,training
A2AE15,training
A2AE89,training
A2AEB4,validation
A2AH25,training
A2AIL4,training
A2AJ71,validation
A2AJG0,training
A2AJH3,training
A2AKH4,training
A2AKV6,training
A2AL12,training
A2ALA4,training
A2ALF2,training
A2ALW5,training
A2AMD0,training
A2AMS3,training
A2AMU9,validation
A2AMW0,training
A2AN37,training
A2AN96,training
A2ANC6,training
A2AP32,training
A2APY7,training
A2AQ17,training
A2AQU8,training
A2AQV2,training
A2AQY8,training
A2AQZ5,training
Q3UDF0,training
A2AR78,training
A2ASK1,training
A2ASR7,training
A2ASZ8,test
A2AT93,training
A2ATI9,training
A2ATN4,training
A2ATR9,training
A2AU35,training
A2AU52,training
A2AUE1,training
A2AUR3,training
A2AVQ9,training
A2AVZ9,validation
A2BDX3,training
A2BE93,test
A2BGI8,training
A2BGN7,training
A2BI12,training
A2CF65,training
A2CG35,training
A2RS22,training
A2RS23,training
A2RS58,training
A2RS96,training
A2RSB1,training
A2RSE4,test
A2RSF1,training
A2RSS6,training
A2RSX7,training
G5E8V9,test
A2RTC8,validation
A2RTH5,training
A2RTI3,training
A2RTL5,training
A2RTT4,training
A3KCG1,training
A3KGG8,training
A3KMP2,training
A4FUP9,training
A4FUS1,training
A4QMQ0,training
A5GZX3,training
A6H5X4,test
A6H624,validation
A6H630,training
A6H659,validation
A6H6S8,training
A6MDC5,training
A6PWS5,test
A6PWX9,training
A6ZI44,training
A7E1W8,test
A7MCT6,training
A7RDN6,training
A7VJA4,training
A7VMV2,training
A8C1T7,validation
A8IP69,training
A8Y5E7,validation
A8Y5T6,validation
A9CLV6,training
A9E3L2,training
B0R058,training
B0V2Q7,training
B1APX2,training
B1AQD3,validation
B1AQF4,validation
B1AQR8,validation
B1AR13,training
B1AR50,training
B1ASK8,test
B1AT82,test
B1ATI9,training
B1AUN2,training
B1AUY7,training
B1AV66,training
B1AV77,validation
B1AVF2,training
B1AVZ0,training
B1AXD8,training
B1AZ39,training
B1B1D8,training
B2KF19,test
B2KF54,training
B2KFS7,training
B2KGA7,training
B2LVG5,training
B2M1R6,training
B2MWM9,training
B2RPS1,training
B2RPW2,test
B2RRR9,training
B2RRX1,training
B2RRZ7,training
P28574,training
B2RS30,training
B2RSR2,training
B2RT77,training
B2RT97,training
B2RTM0,training
B2RUC7,validation
B2RUP8,training
B2RV69,training
B2RV71,validation
B2RV73,training
B2RVD5,training
B2RVL4,validation
B2RVP3,training
B2RVP5,training
B2RWB7,training
B2RXQ8,training
B2RXY7,training
B2Z894,training
B7FAU2,training
B7ZC46,test
B7ZCU2,training
B7ZMP1,training
B7ZNP2,training
B7ZWE5,training
B8JK66,validation
B8JKK2,training
B8ZXI1,training
B9EHD0,training
B9EHY2,validation
B9EI21,test
B9EI61,training
B9EID1,training
B9EIE9,validation
B9EJX8,training
B9EKL6,training
C4PFH5,training
D2KHZ9,training
D3YTQ9,training
D3YTR5,validation
D3YU12,training
D3YUB9,training
D3YUL0,training
D3YUM1,training
D3YUP8,training
D3YUY3,training
D3YV69,test
D3YV77,training
D3YVM8,training
D3YVV1,validation
D3YVY9,training
D3YWF6,training
D3YWG7,training
D3YWH4,training
D3YWK1,training
D3YWR2,training
D3YWT0,training
D3YWT1,training
D3YWY5,training
D3YX27,training
D3YX49,training
D3YX52,validation
D3YXD1,training
D3YXL1,training
D3YXP6,training
D3YXQ7,training
D3YYG8,test
D3YYK8,training
D3YYW8,training
D3YZ09,training
D3YZ57,training
D3YZ64,training
D3YZ89,training
D3YZG5,training
D3YZG8,training
D3YZP9,training
D3YZU6,training
D3YZZ5,training
D3Z093,training
D3Z094,training
D3Z0F5,training
D3Z0I5,training
D3Z0Q4,training
D3Z0U4,training
D3Z108,training
D3Z132,training
D3Z191,validation
D3Z1F3,training
D3Z1F7,training
D3Z1H9,training
D3Z1T2,test
D3Z286,training
D3Z2J6,training
D3Z373,training
D3Z3C1,training
D3Z3I3,training
D3Z3N1,training
D3Z3X2,training
D3Z440,training
D3Z458,training
D3Z479,training
D3Z497,training
D3Z4C9,training
D3Z4H6,training
D3Z4S3,training
D3Z512,test
D3Z558,training
D3Z568,training
D3Z591,validation
D3Z5K6,training
D3Z5R0,training
D3Z5U4,validation
D3Z5U5,training
D3Z5Y5,training
D3Z645,test
D3Z687,training
D3Z698,training
D3Z6H3,training
D3Z6Q9,validation
D3Z6T3,training
D3Z6W2,training
D3Z6W7,training
D3Z730,test
D3Z742,training
D3Z767,training
D3Z769,training
D3Z7C6,training
D3Z7E5,training
D3Z7E6,training
D3Z7F0,training
D3Z7J8,training
D3Z7M5,validation
D3Z7Q2,training
D5MCW4,validation
D6RCK1,training
D6REU0,training
D6RGR4,training
D6RHA2,training
D6RHK9,training
D6RIJ4,training
D6RJ45,training
Q6PGH1,training
E0CXA9,training
E0CXC7,validation
E0CXJ5,training
E0CXN9,training
E0CY16,training
E0CY18,training
E0CYA9,training
E0CYE2,training
E0CYG4,training
E0CYH0,training
E0CYK4,training
E0CYQ0,training
E0CYX9,training
E0CZ04,validation
E0CZ50,training
E0CZ61,training
E0CZE0,validation
E9PUE1,training
E9PUH6,validation
E9PUM0,training
E9PUY1,training
E9PV69,training
E9PVN6,training
E9PW20,training
E9PWY9,training
E9PX10,training
E9PX24,training
E9PX66,training
E9PX91,training
E9PXL0,validation
E9PY16,training
E9PY39,training
E9PY43,training
E9PYE2,training
E9PYF7,training
E9PYG5,test
E9PYH2,training
E9PYN2,validation
E9PZ21,training
E9PZ28,training
E9PZ91,training
E9PZF0,validation
E9PZP3,training
E9Q027,training
E9Q0I8,training
E9Q137,training
E9Q156,training
E9Q179,training
E9Q1G8,training
E9Q1I2,training
E9Q1M5,training
E9Q265,training
E9Q2W8,training
E9Q317,training
E9Q3H6,training
E9Q3M0,training
